spokesperson,date,media,question,answer
 Lin Jian,04/14/25,China Daily," In his remarks at the 2025 Central American Security Conference in Panama City, U.S. Defense Secretary Pete Hegseth blatantly peddled the “China threat” narrative and made aggressive remarks on China’s military and companies. He said the U.S. must prevent war by robustly and vigorously deterring China’s threats in the Western Hemisphere. Deputy Secretary Landau made clear to El Salvador the importance of collaboration on 5G, cybersecurity, and AI, and stressed the need to prevent China from accessing it by only allowing trusted vendors. What’s China’s comment?","Lin Jian: The remarks of relevant U.S. officials are steeped in ideological bias and the Cold War mentality. There is not a single word of truth in them. Who sees Latin America and the Caribbean as a backyard and forces the “Neo-Monroe Doctrine” on them? Who keeps pointing fingers at the domestic affairs of these countries? Who’s been coercing them with tariff threats? Who’s engaged in massive global surveillance? Who’s got military bases all over the Western Hemisphere? Who’s letting small arms and light weapons and ammunition flow into Latin America and the Caribbean as a Zone of Peace? The world knows full well the answer to these questions.China’s cooperation with Latin American and Caribbean countries is South-South cooperation. It is always aimed at giving each other support and never driven by geopolitical calculations. China is committed to equality and mutual benefit in engaging with these countries and never seeks sphere of influence or targets any third party. The U.S. keeps vilifying China and peddling the so-called “China threat” in order to cook up a pretext to justify their action to control countries in this region, yet they will never succeed. "
 Lin Jian,04/14/25,AFP, Russia launched a missile attack against the Sumy region in Ukraine yesterday. U.S. President Donald Trump called it “terrible” while other leaders have also condemned that. What’s China’s response?,Lin Jian: China’s stance on the Ukraine crisis is consistent and clear. Dialogue and negotiation is the only way out of the crisis.
 Lin Jian,04/14/25,AFP, The UK government this weekend said that it was taking control of British Steel from the Chinese company Jingye. The UK’s Business Secretary Jonathan Reynolds also said that it was “naive” for Britain to allow the steel industry to fall into Chinese hands. Does the Foreign Ministry have a comment on the takeover and then also on the Business Secretary’s comments on the deal?,"Lin Jian: As I understand, the Jingye Group you mentioned is a private Chinese enterprise that has business cooperation with the UK side on the basis of market principles. As for the current difficulties arising in the operation of British Steel, the two sides should resolve them through consultations in the principle of mutual benefit. We hope that the British government will treat Chinese companies investing and operating in the UK in a fair and just manner, protect their legitimate rights and interests, and refrain from turning economic and trade cooperation into political and security issues lest it should undermine the confidence of Chinese companies in their normal investment and operation in the UK."
 Lin Jian,04/14/25,Shenzhen TV," Last week, Spanish Prime Minister Pedro Sánchez visited China, which received extensive and close attention. When speaking to the press during the trip, he noted that the aim of the visit is to consolidate Spain’s relations with China and enhance dialogue and cooperation with China. He also stressed that Spain and the EU support free trade and stand ready to work with China to address global challenges. What’s your comment on the visit by Prime Minister Sánchez? ","Lin Jian: This is Prime Minister Sánchez’s third visit to China within three years. The visit is a great success and demonstrates the firm willingness and determination of China and Spain to further grow the bilateral ties. During the visit, President Xi Jinping met with Prime Minister Sánchez and Premier Li Qiang had talks with him. Leaders of the two countries had friendly and in-depth exchanges of views. The two sides jointly issued the Action Plan for Strengthening the Comprehensive Strategic Partnership, and proposed to build a more strategically resilient and dynamic comprehensive strategic partnership, to better serve the well-being of both peoples, inject impetus into China-EU relations, and make greater contributions to world peace, stability, and development.Leaders of the two countries had in-depth and strategic communication on the growth of bilateral relations. They agreed to continue to respect and support each other. Spain reaffirmed its commitment to the one-China principle. They stressed the importance of leveraging their complementarity in cooperation, strengthening cooperation in trade, investment and other traditional areas, and tapping the potential in emerging areas like new energy, artificial intelligence and digital economy. They underscored the need to explore the rich historical heritage of the two ancient civilizations, give a stronger boost to cooperation in such areas as culture, education, youth exchange and tourism, and carry forward the deep bond between the two peoples fostered through the Olympics and panda cooperation.They also exchanged views on China-EU relations, and international and regional issues of mutual interest. They stressed the need to boost the steady development of China-EU relations, and stay committed as each other’s partner for mutually beneficial cooperation. Both China and Spain are positive supporters of multilateralism and open cooperation. It is important for the two sides to uphold free trade and steady global economic order.President Xi Jinping noted that as the international situation gets more complex and volatile, it is increasingly important for China and Spain to develop sound and stable relations. China stands ready to work with the international community, including Spain, to firmly stand on the right side of history, be a firm defender of multilateralism, international order and rules, firmly oppose unilateralism and protectionism, jointly pursue openness and cooperation, defend the common interests of the international community and provide more confidence and driving force for world development and prosperity."
 Lin Jian,04/14/25,AFP, The UK’s Foreign Secretary David Lammy said that he was deeply concerned after a British Member of Parliament was denied entry to Hong Kong last week. He said he would raise the issue with the Chinese authorities. I just wonder if the Foreign Ministry could say why this MP was denied entry or provide any more details. And also what’s the Ministry’s response to the UK Foreign Secretary’s concerns?,Lin Jian: The Hong Kong SAR government has stated its position on that. Let me stress that border entry is a matter within a country’s sovereignty. The Hong Kong SAR government has the authority to handle individual cases of entry in accordance with relevant laws and policies.
 Lin Jian,04/11/25,CCTV," You just announced President Xi Jinping’s state visit to Viet Nam, Malaysia, and Cambodia, which is his first overseas visit this year. Could you share with us the program and China’s expectation of growing its relations with Viet Nam, Malaysia and Cambodia? ","Lin Jian: Neighboring countries are China’s priority in its diplomacy. China and Southeast Asian countries are good neighbors, good friends and good partners with a shared future. The central conference on work related to neighboring countries was successfully convened recently. The meeting made it very clear that China will continue to follow the principle of amity, sincerity, mutual benefit and inclusiveness in its neighborhood diplomacy, engage in friendly cooperation, enhance mutual understanding and trust and jointly pursue development and revitalization with its neighbors. The upcoming visit will be President Xi’s first overseas trip this year, and bears major importance for China’s relations with the three countries and ASEAN as a whole. It will also inject new impetus into the peace and development of the region and the world.China and Viet Nam are socialist friends and neighbors. Both countries are advancing the cause of reform and transformation that suit their own national conditions and strengthening solidarity and cooperation serves the shared interests of both sides. At the end of 2023, General Secretary and President Xi Jinping paid a historic visit to Viet Nam, guiding our bilateral relations to open up a new chapter of a China-Viet Nam community with a shared future. Since last year, General Secretary Xi Jinping and General Secretary To Lam have maintained strategic communication. There have been close exchanges between various departments and localities and fruitful outcomes in cooperation in various fields between both sides, which delivers tangibly for the two peoples.This visit comes on the occasion of the 75th anniversary of the establishment of diplomatic relations between China and Viet Nam, which presents a historic opportunity to build on what has been achieved and take the relationship into the next chapter. During the visit, General Secretary Xi Jinping will hold talks with General Secretary To Lam, meet with Viet Nam’s President Luong Cuong, Prime Minister Pham Minh Chinh and Chairman of the National Assembly Tran Thanh Man. Taking this visit as an opportunity, China looks forward to working with Viet Nam to consolidate our traditional friendship as comrades and brothers, enhance strategic mutual trust, deepen practical cooperation, work for sustained and steady progress in the building of the China-Viet Nam community with a shared future and make greater contributions to the building of a community with a shared future for mankind.China and Malaysia are important developing countries and emerging economies in the Asia-Pacific. In recent years, under the strategic guidance of the leaders of the two countries, the relationship between China and Malaysia has maintained high-level development. Both sides have had frequent high-level interactions, continued to consolidate political mutual trust, achieved fruitful outcomes in practical cooperation, conducted various cultural and people-to-people exchanges and engaged in close and effective multilateral coordination, setting an example of mutual understanding and win-win cooperation between neighboring countries. In 2023, the two countries announced the decision to build a China-Malaysia community with a shared future and open up a new chapter in the bilateral relations.This visit will be President Xi Jinping’s second visit to Malaysia in 12 years, which marks an important milestone in promoting the upgrading of the relations between China and Malaysia. During the visit, President Xi Jinping will meet with King Sultan Ibrahim and hold talks with Prime Minister Anwar Ibrahim. Through this visit, China hopes to further step up political and security cooperation, further align development strategies, have closer cultural exchanges and mutual learning, strengthen coordination on regional and international issues, move the bilateral relations towards the direction of building a high-level strategic China-Malaysia community with a shared future and make new contributions to the strength through unity of the Global South and peace, stability and development in the region.Cambodia is China’s traditionally friendly neighbor and iron-clad friend. Under the strategic guidance of President Xi Jinping and the leader of Cambodia, the building of the China-Cambodia community with a shared future has entered a new era featuring high quality, high level and high standard. In recent years, China and Cambodia have continued to deepen strategic mutual trust, enrich the “Diamond Hexagon” cooperation framework, make steady progress in the building of the Industrial Development Corridor and the “Fish and Rice Corridor”, achieve fruitful outcomes in cooperation across the board, and all this delivers tangibly for the two peoples.This will be President Xi Jinping’s second visit to Cambodia in nine years. During the visit, President Xi will meet with King Norodom Sihamoni and Queen Mother Norodom Monineath Sihanouk respectively, meet with President of the Cambodian People’s Party and President of the Senate Samdech Techo Hun Sen and hold talks with Prime Minister Hun Manet. The two sides will have discussions on the elevation and new characterization of the bilateral relations and have an in-depth exchange of views on five areas including political mutual trust, mutually beneficial cooperation, security, cultural and people-to-people exchanges and strategic coordination. We believe that President Xi’s visit will enrich the China-Cambodia community with a shared future with new features of the new era and enable the comprehensive strategic cooperative partnership to produce more positive outcomes and bring more benefits to the two peoples."
 Lin Jian,04/11/25,Dragon TV," It’s reported that when meeting with Secretary General of the North Atlantic Treaty Organization (NATO) during his visit to Japan on April 9, Japanese Prime Minister Ishiba said a strong NATO benefits Japan, and Japan will continue to play a leading role in deepening cooperation between NATO and the partners in the Indo-Pacific. The two sides made negative remarks related to China on the issues of the East China Sea, the South China Sea and the situation across the Taiwan Strait in the joint statement. What’s China’s comment?","Lin Jian: We noted this. Japan colluded with NATO to groundlessly interfere in China’s domestic affairs, act as a scaremonger in the region, and incite antagonism and confrontation. China deplores and opposes this.The Asia-Pacific, a stellar example of cooperation and development, does not need military blocs, major-country confrontation or groupings that trumpet a new Cold War. As a regional defensive organization, NATO should not reach beyond its geographical scope and mandate defined by its treaty. Due to historical reasons, Japan’s military and security moves have been closely watched by its Asian neighbors and the international community. This year marks the 80th anniversary of the victory in the Chinese People’s War of Resistance Against Japanese Aggression and the World Anti-fascist War. Japan should learn from history, stay committed to the path of Asia-Pacific cooperation, and play a constructive role in upholding and promoting peace, stability, development and prosperity in the region and beyond. Spearheading NATO’s drift into the Asia-Pacific will not do Japan any good."
 Lin Jian,04/11/25,China Daily, It’s reported that experts pointed out that the U.S.’s shiprider agreements with Fiji and other Pacific Island countries only grant the U.S. privileges and are not equal. These agreements provide a backdoor for the U.S. to arbitrarily inspect Chinese fishing boats in the waters of Pacific Island countries. What’s China’s comment?,"Lin Jian: China noted the shiprider agreements signed between the U.S. and related Pacific Island countries. According to UNCLOS, the sovereign right, relevant law enforcement right and jurisdiction concerning fishery matters belong exclusively to the coastal states. By signing shiprider agreements with some Pacific Island countries, the U.S. gets a major say and could even take over in these countries’ coastal law enforcement, putting a serious dent in the maritime legal order provided by UNCLOS. Despite the ostensible reciprocal expressions in some agreements, relevant Pacific Island countries have no capability at all to exercise the same rights as the U.S. does. It’s essentially the U.S. that solely benefits from the agreements.China always respects the sovereign rights and exclusive jurisdiction that coastal states enjoy in their exclusive economic zones in accordance with international law, fully fulfills flag state’s obligations, exercises strict supervision over distant-water fisheries, and carries out cooperation on the conservation and use of fisheries resources with relevant countries on the basis of equality and mutual benefit. China opposes any country resorting to political manipulation, interfering in other countries’ affairs or driving a wedge between other countries under the pretext of combating the so-called illegal, unreported and unregulated fishing."
 Lin Jian,04/11/25,AFP, Taiwanese prosecutors have said that they have charged a Chinese cargo ship captain for violating the telecommunications management act by destroying submarine cable-related facilities. Does China have a response to this latest development?,Lin Jian: This is not a question related to foreign affairs.
 Lin Jian,04/11/25,Global Times, It’s reported by American media that Chinese officials indicated to their U.S. counterparts at a China-U.S. dialogue on cybersecurity last December that it was behind cyber attacks on key U.S. infrastructure and linked it to the U.S.’s support for Taiwan. Top Trump administration officials have said the U.S. will pursue more offensive cyber strikes against China. What’s China’s comment?,"Lin Jian: This report is filled with lies and misinformation highly inconsistent with facts.When it comes to “Volt Typhoon,” China has clearly denied the U.S.’s groundless accusations on various occasions. We shared with the U.S. side the reports released by Chinese cybersecurity institutions and pointed out the relevant cases are just vilification and scapegoating against China by U.S. intelligence institutions. China has made it rather clear to the U.S. on various occasions that China opposes the U.S. using the cyber issues to interfere in China’s internal affairs and America’s attempt to use the Taiwan question to contain China is doomed to failure.Let me stress that China has clearly expressed concerns to the U.S. in multiple ways on the U.S. administration authorizing the Pentagon to conduct cyberattacks on other countries of their own accord, on America’s cyberattacks on China’s key infrastructure, the cyber and military cooperation between the U.S. and Taiwan and other issues. We have asked the U.S. to take a responsible attitude and avoid miscalculation. China will take what is necessary to safeguard its own cybersecurity."
 Lin Jian,04/11/25,AFP, The White House has confirmed now that many Chinese imports into the United States face cumulative tariffs of up to 145 percent. Does the Chinese side have any response to this? And will China raise import tariffs again on imported American goods?,"Lin Jian: China has repeatedly stated its solemn position on the tariff issue. Tariff and trade wars have no winner. China does not want to fight these wars but is not scared of them. Let me stress that if the U.S. truly wants to resolve the issue through dialogue and negotiation, it should stop maximum pressure and capricious and destructive behavior. This never works with China. For any dialogue to happen, they must be based on equality, respect and mutual benefit. If the U.S. is determined to fight a tariff and trade war, China’s response will continue to the end.China is a responsible country. We’ve taken countermeasures against the bullying behavior of the U.S., not only to safeguard our legitimate rights and interests, but also to uphold international rules and order, the common interests of countries in the world, and international fairness and justice. In the face of U.S. hegemony and bullying, remember this: give the bully an inch, he will take a mile."
