text,labels
"Thai herbal medicine does not cure Covid-19, drug company says",0
Fact Check: Has government introduced 5-phase lockdown roadmap to combat Covid-19 ?,0
Germany’s annual death toll rise is all too real,0
Obama has publicly endorsed Covid-19 vaccines and not warned Africans against them,0
Did a Nationwide US Coin Shortage Occur in Summer 2020?,0
Australia’s vaccine rollout doesn’t hinge on a state of emergency,0
Philippine regulators did not approve antiparasitic drug ivermectin as Covid-19 vaccine substitute,0
Canadian doctors recycle inaccurate Covid-19 claims,0
Indian social media posts share fake Covid-19 plasma donor lists,0
Altered image falsely claims gin-kalamansi can thwart COVID-19,0
FIT WebQoof: Will Having Millets Protect You From Coronavirus?,0
Korean social media posts falsely claim that hydroxychloroquine cures Covid-19 after South Korea sees surge in confirmed cases,0
Coronavirus tests do not make your forehead magnetic,0
£20 notes don’t have a secret message about 5G and coronavirus – Full Fact,0
White House press secretary's Covid-19 case triggers vaccine misinformation,0
Fact Check of Viral Video on COVID-19 Lockdown in Vijaywada: 2020 Bulletin Used to Falsely Claim Vijaywada to Witness Lockdown,0
Fake Messages Claim Shaheen Bagh Protester Tested Positive For Coronavirus | BOOM,0
"FDA experts support COVID-19 vaccines, didn’t author unsupported allegations of vaccine-caused deaths",0
FALSE: CDC withdraws emergency use request for COVID-19 PCR test due to inaccuracy,0
Anna Soubry was wrong to say that the ‘overwhelming majority’ of Covid-19 patients are unvaccinated – Full Fact,0
"COVID-19 antigen tests are highly accurate, but incorrect use on food items such as fruits or Coca-Cola can produce false positive results",0
‘Military drone patrol’ over Sydney is just an unidentified viral object,0
"No, Fauci didn’t say 40%-50% of CDC, FDA staff refuse shots",0
Fact Check: Covid-19 Pandemic Was NOT Planned By Bill Gates And 5G Does NOT Cause It,0
Covid-19 vaccines protect both individuals and society from deadly disease,0
Drug Pfizer is studying for COVID-19 not ‘suspiciously similar’ to ivermectin,0
Sci-check: Do masks help to prevent the spread of coronavirus?,0
President Cyril Ramaphosa did not receive his Covid-19 vaccine with a capped needle,0
Patanjali Ayurved Ltd has not yet received approval from Ministry of AYUSH for its COVID-19 medicine,0
Lung tissue from aborted fetus not used in AstraZeneca vaccine development,0
Did a Doctor in Italy Warn Coronavirus Wasn't Just a 'Bad Flu'?,0
"No scientific basis for claims of ivermectin’s success in Uttar Pradesh, India",0
Israeli scientists have not developed a COVID-19 vaccine -- they were still working to develop one in February 2020,0
Fact Check: Does video show Coronavirus leaving the world ?,0
The wife of the Pfizer CEO did not die from its vaccine – Full Fact,0
"Yes, Biden has said 150 million Americans died from guns and another 120 million from COVID-19",0
Are schoolchildren not vectors for COVID-19 as Florida Gov. Ron DeSantis said?,0
Gargling Water With Salt Won't 'Eliminate' Coronavirus,0
Here is the transcript of what Boris Johnson said on This Morning about the new coronavirus – Full Fact,0
"COVID-19 is not a bacterial infection, false claim viral on social media",0
Israel Isn't the World's Leader in Vaccinating its Population | Misbar,0
"Fact check: AstraZeneca vaccine, blood clots not definitively linked",0
‘Toxic’ spike protein claims misinterpret vaccine study – Australian Associated Press,0
"Tingog party shares outdated, falsely captioned Duterte ‘live’ video",0
"US Osteopath Claims COVID Vaccine Has ‘Tentacled Organism’, Experts Call Her Experiment Flawed",0
"Study did not find 1,500 positive COVID tests were actually flu",0
Did 'Captain America' Movie Predict the Coronavirus Pandemic?,0
"Not all New Zealand MPs have been ordered to take a pay cut, and UK MPs have not awarded themselves a £10,000 bonus – Full Fact",0
Fact check: Biden executive order didn't ban use of 'Wuhan virus',0
Fact Check of BJP Leaders Meeting Dilip Ghosh Without Mask: Old Pic Passed Off as BJP Leaders Meeting COVID-Positive Dilip Ghosh,0
Fact Check: Did Biden's Health Pick Put COVID Patients Into Nursing Homes?,0
South African heart surgeon uses webinar to spread Covid-19 vaccine misinformation,0
Fact Check: Uttar Pradesh Did NOT Drop COVID Cases To Zero In 71 out 75 Districts In 24 Hours After Implementing Ivermectin Protocol,0
Young people do face a small risk from Covid – Full Fact,0
"VERA FILES FACT CHECK: Post makes WRONG claims about ‘toxic substances’ in COVID-19 vaccines, repeats old falsehoods",0
FALSE: Asymptomatic transmission of COVID-19 is a myth,0
The Philippine Bureau of Immigration says it did not issue this 'coronavirus escapee' warning,0
Satirical article about Pfizer-BioNTech Covid-19 vaccine ‘upgrade’ misleads Facebook users,0
PM Modi quotes selective data to paint a rosy picture of India’s COVID-19 response,0
This photo shows coffins for dead migrants after a boat capsized off the coast of Italy in 2013,0
Hoax circulates online that Sri Lankan opposition party offered quarantine facilities in coronavirus hotspots,0
Posts Misleadingly Compare Severity Of COVID-19 With Swine Flu | BOOM,0
"Fact Check: EDLI benefits are applicable for all employees, irrespective of cause of death",0
Fact Check: Did Hyderabad society members applaud a Gandhi Hospital doctor for her Covid-19 duty?,0
States do use masks to contain COVID-19 in prisons,0
Facebook Users Wrongly Tie Dog Vaccine to Novel Coronavirus,0
Fact Check: Video showing medical staff cheering is not from New Zealand,0
Was Emmanuel Macron Slapped For Breaking COVID-19 Protocols? A FactCheck | BOOM,0
Old Photos Of Babies With Deformed Limbs Shared As Covid-19 Vaccine Side Effects | BOOM,0
Did the Vatican Confirm Pope Francis Had Coronavirus?,0
"Fact Check: Dog Vaccine Not Related To COVID 19, Misleading Post Getting Viral - Vishvas News",0
Fact check: TV anchor Omkaar not infected by Coronavirus,0
"No, the COVID-19 test is not going anywhere near your blood-brain barrier",0
Moderna had not developed a Covid-19 vaccine in 2019,0
Did Centner Academy in Florida Bar Vaccinated Teachers?,0
"No, this is not a 'Sinopharm manual' showing groups that can't take vaccines. It's a unique Seychelles govt policy guide",0
"COVID-19 fighter Vandana Tiwari died due to brain haemorrhage in MP, not due to an attack by Muslims in UP",0
Email asking people to pay for Omicron Covid-19 tests is a scam – Full Fact,0
"Study touting hydroxychloroquine flawed, experts say",0
"Fact Check: Covaxin has not been approved for children above 12 years, yet",0
Message on COVID Has Been Falsely Attributed to Ganga Ram Hospital,0
Fact Check: World Economic Forum NOT A Fascist Cabal Using Coronavirus To Dominate Globe,0
"No, a Canadian Court 'Victory' Didn't Prove COVID 'Is a Hoax'",0
False: Different Types Of Tea Can Act As A Cure For COVID-19 | BOOM,0
Canada Still on Track for 4M Pfizer Doses by March | Misbar,0
Maryland not waiving income requirements on food stamps,0
COVID-19 is more deadly and more contagious than seasonal flu and may also cause long-lasting damage to survivors,0
FALSE: COVID-19 not deadlier than flu,0
This incident of students getting hospitalized after vaccination is old and not related to COVID-19,0
Coronavirus: How a misleading map went global,0
Fact Check: COVID-19 Vaccines Are NOT 'Weapons of Mass Destruction',0
COVID-19 Safety Measures Aren't Similar to Nazi Rule | Misbar,0
Viral tweet cites made-up CDC ‘COVID-19 survival rates’ to downplay vaccine,0
Did Trump Campaign Use COVID Diagnosis to Fundraise $421 Million?,0
Face Masks Don't Contain Black Worms | Misbar,0
"No, Saudi Arabians Are Not Celebrating Lifting Of COVID-19 Lockdown | BOOM",0
Misleading claims on pre-existing conditions and Covid-19 deaths go viral – Full Fact,0
"No, 5G Network Cannot Create Coronavirus Within Human Cells | BOOM",0
FALSE: British doctors call for a cessation of COVID-19 vaccination because they're unsafe,0
US government database exploited by Covid-19 vaccine critics,0
Trafalgar Square “Freedom Rally” speech littered with false claims – Full Fact,0
Fact check: French hospitals not using mannequins as COVID-19 patients,0
FACT CHECK: Does This Chart Show An Authentic Schedule Of ‘Release’ Dates For COVID-19 Variants?,0
Fact check: Claim about medical diagnosis codes is missing context,0
Fact Check: Official Data Does NOT Show More People Have Died From The Vaccines Than From COVID-19,0
"No, You Can’t ‘Detox’ to Remove a Vaccine From Your Body | Misbar",0
Fact check: Fauci supports COVID-19 vaccines and booster shots,0
COVID-19: Holidays declared from 14-21 March in Four States? Fake Alert!,0
Lorraine Kelly and her guests were wrong about Covid-19 patients – Full Fact,0
Did Bill Gates Call For Withdrawal of COVID-19 Vaccines? No!,0
An Australian professor didn’t say Covid-19 vaccines aren’t vaccines – Full Fact,0
Image From Florida Protests Shared With 'Fake' COVID-19 Pandemic Claim,0
Trump repeats false claim about COVID-19 deaths on Fox News,0
"Facebook post about Italy, coronavirus and 5G is almost all false – Full Fact",0
"Post recycles meme, falsely claims child has coronavirus",0
Did TIME Praise Yogi Adityanath's COVID-19 Management? A FactCheck,0
Positive COVID Test Won't Prevent Mortgage | Misbar,0
"CDC study finds five percent of teens hospitalized due to COVID-19 require ventilation, vaccinating against COVID-19 can help reduce the risk of severe disease in teens",0
Fact Check: Inhaling vinegar isn’t a recommended treatment to treat Covid-19 symptoms as per experts; viral post is fake - Vishvas News,0
This video has circulated online since 2017 about a hotel demolition in China’s Jiangsu province,0
Claim That Putting Lemon Drops In Your Nose Kills COVID-19 Not Backed By Evidence | BOOM,0
"No, Germany hasn’t blocked all COVID-19 vaccines over safety concerns",0
"Claims about Russia, Covid-19 and 5G are almost all false – Full Fact",0
Joe Biden exaggerates efficacy of COVID-19 vaccines,0
Israeli Doctor's Misrepresented To Claim COVID-19 Vaccines Do Not Work | BOOM,0
Fact Check: WhatsApp Video on Exercise to Tackle COVID-19 is Fake,0
Report of 8% vaccine efficacy for elderly is unreliable – Full Fact,0
Flu and Covid-19 statistics are not being added together – Full Fact,0
"Posts mislead about coronavirus response in Canada, Japan, Germany",0
"PCR tests for COVID-19 are specific for the novel coronavirus SARS-CoV-2 and do not detect other coronaviruses, contrary to claims in viral article and video",0
False claim circulates on Facebook in Myanmar that chewing betel quid can prevent Covid-19 infection,0
"No, a Chinese Officer Did Not Say Coronavirus Was Created in a Lab",0
Fake News Site Invents Story About COVID-19 Patient Zero Having Sex With Bats,0
Was a COVID-19 Vaccine Warehouse Set on Fire in Italy?,0
Lysol product labels are not evidence of a novel coronavirus conspiracy,0
US military did not arrest Deborah Birx,0
Fact Check: Sham list of Covid-19 variants' 'release dates' viral on internet,0
Health authority dismisses claim Canadian child died after Covid-19 vaccination,0
Fact check: Posts on WHO's stance on vaccinating children lack context,0
Experts reject claim that supplements can counter Covid-19 vaccines,0
Fact check: False claim about NBC producer and Olympics hot mic,0
FALSE: Roque says poor have no right to be choosy over vaccine,0
Posts misrepresent FDA committee presentation on vaccine side effects,0
Did Bob Saget Die Due To COVID-19 Vaccine Booster? A Fact-Check | BOOM,0
Bill gates 2010 ted talk on vaccines and population control,0
Japan is not using ivermectin instead of vaccines to treat Covid-19 – Full Fact,0
This photo shows the Egyptian doctor who discovered MERS coronavirus but he did not invent a vaccine,0
CDC Has Not Said COVID-19 Vaccines Are Riskier For Children | BOOM,0
"73,444 deaths registered in 2020 in England and Wales had Covid-19 as the underlying cause – Full Fact",0
"Claims that flu cases are used to inflate COVID-19 case counts are misleading, based on inaccurate numbers",0
This video shows an Eid-al-Fitr prayer in northwest China in 2015,0
Inaccurate Covid vaccine ‘Q&A’: fact checked – Full Fact,0
Alberta did not lift COVID-19 restrictions because of ‘freedom fighter’,0
An old image from Spain falsely shared as 'protests in U.S. for improper handling the COVID-19 pandemic',0
Posts Falsely Claim COVID-19 Lockdowns Led To Drop In Air Pollution | BOOM,0
VERA FILES FACT CHECK: Post on PH having ‘fewer’ COVID-19 cases vs Italy MISLEADING,0
"FACT CHECK: Coronavirus in Zimbabwe? No, viral social media message is false",0
Is there a greater chance of a motorcyclist aged 67 dying as a motorcyclist than being affected by COVID-19?,0
"No, COVID-19 vaccines don’t contain luciferase",0
Did Merriam-Webster Change Definition of 'Anti-Vaxxer' Amid COVID-19?,0
Old video of a man spitting on another man in New York subway is being shared in the wake of COVID-19 outbreak,0
This footage of looting was filmed years before the pandemic,0
False claims that drinking water with lemon can prevent COVID-19 circulate online,0
Vitamin D claim for COVID-19 fails to shine light on evidence,0
"Vaccination enhances immunity in people who previously had COVID-19; little evidence for claim that the Amish community in Lancaster County, PA, have herd immunity",0
Not enough scientific evidence yet to prove that either Kalonji seeds or Hydroxychloroquine can prevent COVID-19,0
Social media posts falsely claim COVID-19 is a ‘bacterium’,0
Conspiracy claim linking COVID-19 reports with the number 322 is nonsense,0
Fake Video: TikTok Star Poses as Nurse | Misbar,0
Fact check: India's COVID-19 surge not connected to vaccinations,0
Survival rates for COVID-19 misrepresented in posts,0
"Fact Check: The woman in this video is not District Commissioner of Kodagu, viral post is misleading",0
Australian government document misrepresented in posts about Covid-19 vaccines,0
"VERA FILES FACT CHECK: Video FALSELY claims COVID-19 vaccine, testing implant ‘barcode for life’",0
Is It True That Texas Has Reported No COVID Deaths Since Lifting Pandemic Restrictions?,0
Did Australian Stores Ban Chinese Customers Due To COVID-19? | BOOM,0
Did Taking Diclofenac Post COVID-19 Jab Kill A TN Doctor? A FactCheck | BOOM,0
School Textbook Lists Cure For Coronavirus? A FactCheck | BOOM,0
Video Of VP Harris Saying Covid-19 Hospitalisations Were Vaccinated Is Fake | BOOM,0
There is no such contraindication saying Women can’t take COVID vaccine during their periods,0
This photo has circulated online since 2019 in reports about gun violence -- it does not relate to the coronavirus pandemic,0
Scientists Warn Against Over The Counter COVID-19 'Cures' | BOOM,0
COVID19 vaccination does not make recipient body to be magnetic,0
"Were NSW's coronavirus numbers higher than Victoria's thresholds for lifting curfew, as Scott Morrison said?",0
Can eating Bananas prevent COVID-19 infection?,0
The 2019 novel coronavirus not more deadly than Ebola or HIV,0
Did German Doctor Thomas write a suicide note that the Coron...,0
Fact check: Colorado hospital and others are requiring COVID-19 vaccine for transplant patients,0
This video has circulated in reports about a gas leak in a Malaysian factory in 2019,0
A Norwegian-British research paper doesn’t claim the virus causing Covid-19 was man-made – Full Fact,0
Dr. Anthony Fauci Did Not Write Viral Social Media Post On Coronavirus | BOOM,0
There is no scientific evidence to prove that Coronavirus dies at 70°C,0
Using water on COVID-19 tests produces inaccurate results,0
Fact Check: Video Does NOT Prove A Microchip Reader Used For Pets Found A Chip In A Vaccinated Woman's Arm,0
Old image from Spain shared as Italian boy commits suicide after family dies due to coronavirus,0
Coronavirus: The celebrity cash giveaway and other stories fact-checked,0
Vaccinated Germans won’t have AIDS by the end of January 2022 – Full Fact,0
Debunked: It's false to claim that fewer than 100 people have died directly from Covid-19,0
Fact Check: Eating Chicken Won’t Beat Coronavirus; Proper Precautions And Medical Guidance To Be Taken; Advise Experts - Vishvas News,0
No Entry Restrictions for Unvaccinated People in Kuwait | Misbar,0
"No, federal relief dollars for San Francisco won’t pay for pot, alcohol for homeless",0
Fact Check: Drinking alcohol can impair immunity but it won't protect you against COVID-19,0
No medicine will be sprayed in the air to kill coronavirus; fake message viral,0
"No, Marine Gen. David Berger Did Not Berate Defense Sec. Lloyd Austin Over Vaccines",0
Social media claims distort CDC director’s comment about COVID-19 deaths and comorbidities,0
Purchase Of Nova Scotia Defibrillator In Canada Falsely Tied to COVID-19 | BOOM,0
Daily Mail understates the risks of Covid-19 to children – Full Fact,0
Unrelated photos are being linked to situation of COVID-19 patients in India,0
"VERA FILES FACT CHECK: After long absence from public view, Duterte makes three inaccurate claims in April 12 talk",0
Singapore General Hospital said its car park would be temporarily used to test suspected COVID-19 patients,0
First Man to Get Vaccine Died of an Unrelated Stroke | Misbar,0
This video shows a swarm of birds in Texas in 2016,0
Russia's Sechenov University has NOT 'completed' COVID vaccine clinical trials; media misreports,0
Child health concerns didn’t prompt new Pfizer vaccine ingredient,0
More than 30 people are allowed to protest – Full Fact,0
Fact Check: Amitabh Bachchan visited Haji Ali dargah after recovering from Coronavirus is FALSE,0
Did Schwarzenegger Urge People to Trust Experts on COVID-19?,0
Did Pat Robertson Blame Oral Sex for COVID-19?,0
"Gargling warm salt water or vinegar does not prevent coronavirus infection, health experts say",0
Did CDC Tell Parents To Prepare for 'Sudden Sleepover' at Schools Due to COVID-19?,0
"Covid Vaccines: No, your jab isn't magnetic",0
"Image shows Brazil’s president crying, not Italy’s prime minister",0
Fact Check: Have 966 People Died After Receiving the COVID Vaccine?,0
New York Post’s use of old India gas leak picture causes confusion – Full Fact,0
Internet providers offer free internet amid coronavirus,0
Health authorities recommend face masks to curb coronavirus transmission,0
Fox News host Will Cain falsely claims vaccine more dangerous for children than COVID-19,0
"Police have not said a West Midlands teen was ""murdered"" with a Covid-19 vaccine – Full Fact",0
Fact Check: This man did not attack airline CEO for mandating Covid vaccine,0
A Cornell professor did not say COVID-19 was a hoax,0
Joe Rogan interview with Peter McCullough contains multiple false and unsubstantiated claims about the COVID-19 pandemic and vaccines,0
Spanish politician misidentified in posts saying soccer players should find novel coronavirus cure,0
Colorado Vaccine Bill Includes Nonmedical Exemptions for Children,0
Fact check: Fauci didn't say COVID-19 vaccines make people worse,0
Image of fake corpses from Thai protest used to mislead about Covid-19 deaths,0
No evidence of COVID-19 vaccines causing deaths,0
"Labeled swabs in photo are for quality control, not a sign COVID-19 tests are fixed",0
Did a COVID Vaccine Candidate Produce False Positives for HIV?,0
Fact check: Fauci interview on COVID-19 testing misrepresented online,0
"No, companies aren’t giving out free baby formula during the COVID-19 pandemic",0
Places Most Affected by COVID-19 Situated At Latitude 40°? No,0
Did Ted Cruz and Big Bird Exchange Mean Tweets About COVID Vaccines?,0
Old Video Used to Claim ‘US Accepts Quran’ to Fight COVID-19,0
This graphic has been doctored to include a fabricated quote from Leni Robredo,0
Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?,0
Fact Check: Japan Did NOT Drop Its Vaccine Rollout And End COVID Almost Overnight With Ivermectin,0
"VERA FILES FACT CHECK: Video FALSELY claims COVID-19 vaccine, testing implant ‘barcode for life’",0
Does This Video Show A Series Of Landmarks In Wuhan? A Fact Check | BOOM,0
Did 'Avoiding The Future Plague' PSA Predict COVID-19 Pandemic?,0
Indian ruling party members amplify false claim that 'Indian Muslim cleric warned of vaccine microchip conspiracy',0
"Italy Has Not Found The Cure For Coronavirus, Nor Is It A Bacteria",0
"This video of a man escaping health and police officials is from Kerala, not Telangana",0
Fake CNN Report: COVID Vaccine Recipients Become Cannibals,0
"Have one in 10 Kenyan girls been cut since the start of the Covid pandemic? Claims about female genital mutilation in Kenya, checked",0
Covid-19 shots not found to have caused deaths that followed vaccinations,0
Viral photo does not show Bharat Biotech’s VP taking first dose of COVID vaccine 'Covaxin',0
Inaccurate Covid vaccine ‘Q&A’: fact checked – Full Fact,0
No evidence that COVID-19 vaccines cause more severe disease; antibody-dependent enhancement has not been observed in clinical trials,0
"A Mock Drill Video From Hajipur Jail Shared With False Claim, Read To Know More",0
An old image is being shared as ‘COVID-19 infected woman hugged her child for the last time before death’,0
Hank Aaron's Death Attributed to Natural Causes,0
FALSE: No risk pay for frontliners because COVID-19 is a ‘scam’,0
Matt Hancock misstates the proportion of Test and Trace contacts being reached – Full Fact,0
Coronavirus pandemic is not ‘effectively over’ as op-ed claims,0
The WHO has clarified that they aren't warning people against using paper money due to coronavirus – Full Fact,0
Fact Check: Post claiming chicken infected from coronavirus found in Bangalore is fake - Vishvas News,0
Is the White House Gift Shop Selling a 'Trump Defeats COVID-19' Coin?,0
"No, this list of COVID-19 precautions was not issued by ICMR",0
Fact check: Morel mushrooms do not increase coronavirus susceptibility,0
Hoax circulates online that an old Indian textbook lists treatments for COVID-19,0
Blog post wrong on what Bill Gates said about COVID vaccine,0
This video predates Indian Prime Minister Narendra Modi’s call for COVID-19 vigils,0
Does Victoria or NSW have the highest COVID-19 testing rate in the world? Here are the facts,0
CDC study on COVID-19 vaccination and spontaneous abortions did not contain major error,0
Fact check of Trump announcing Coronavirus Vaccine: Did Trump Announce Vaccine For Coronavirus (Covid-19)? Fake Alert!,0
"News from 2019 viral as Azim Premji donates Rs 50,000 crore during coronavirus pandemic",0
Fact Check: West Bengal BJP Chief Dilip Ghosh's Old Picture viral with fake claim,0
Two metres is a little better than one – Full Fact,0
Ron Paul wrong to say no basis for coronavirus death rate,0
"No, Dean Koontz's 1981 novel did not 'predict' coronavirus emerging from China",0
False posts claim Sri Lankan regulators approved traditional medicine as Covid-19 cure,0
Taiwan's vaccine stats misrepresented by US-based television network,0
Amitabh Bachchan Visits Haji Ali After Recovering From COVID-19?Not Really | BOOM,0
Old video viral as coronavirus-infected dead bodies dumped in sea in Mexico,0
This doctored image contains a 2015 photo of Tom Hanks and the ball in the movie 'Cast Away',0
Iraq Reports Coronavirus Variant ‘More Dangerous’ for Children,0
"Fact Check: 'Digital Driver's License' in Utah Will NOT Contain Vaccination Status, Credit Score -- But Some States Will",0
Medical experts discredit claims that Covid-19 swabs are vaccines in disguise,0
Fact check: Claim misleads on FDA panel's recommendation on booster,0
This video has circulated online since at least 2013 and shows people receiving Bibles,0
"No, Food Donations Were Not Made In Turkey During COVID-19 'Lockdown' | BOOM",0
Doctors advice COVID-19 vaccine jabs in penis for men? Hoax CNN article viral,0
"Debunked: No, 82% of women vaccinated against Covid-19 in the first third of pregnancy don't miscarry",0
Does This Phone Number Connect with United Way's COVID-19 Relief Fund?,0
FALSE: COVID-19 vaccines ‘weapons of mass destruction’,0
Unsupported claim that COVID-19 vaccines caused hundreds of serious reactions among military veterans misuses VAERS reports,0
COVID Vaccine Does Not Impact Life Insurance Coverage | Misbar,0
"mRNA vaccines are being developed for Covid-19, but they do not change your DNA – Full Fact",0
Putin’s Dubious Boast: Russian Hospitals Have ‘Everything Necessary’ To Fight Coronavirus,0
"This CNN broadcast has been doctored, Nigerian leader did not test positive for coronavirus",0
Video Questioning Vaccine Efficacy Pushes Falsehood About Israel Data,0
No evidence of Coronavirus in chicken is found. It's a fake message.,0
Claim that French study showed long COVID doesn’t exist misinterprets the study and fails to account for its limitations,0
"No, “HIV insertions” were not identified in the 2019 coronavirus, contrary to claims based on questionable bioinformatics study",0
There is no graphene oxide in the Covid-19 vaccines – Full Fact,0
"No, a video doesn’t prove the COVID-19 vaccines allow people to be tracked through a 5G network.",0
"Contrary to claim in Washington Times op-ed, COVID-19 shots meet the definition of a vaccine",0
Did MSNBC Reporter Say 'I Hope Coronavirus Kills People and Hurts Trump's Reelection'?,0
COVID vaccine package insert is blank because up-to-date information is online,0
Hoax circulates that UK hospital has issued special advice to staff to prevent COVID-19 infection,0
"No confirmed COVID-19 cases at UZ, contrary to viral social media 'circular'",0
Retired US chiropractor makes multiple false claims about Covid-19,0
This photo of Brighton was taken during the coronavirus lockdown – Full Fact,0
Did 85 Babies Under Age 1 Test Positive for COVID-19 in Single Texas County?,0
Muslims Threatening Cops to Open Mosques Amid COVID Lockdown? No!,0
"Social Media Posts Mislead on COVID-19 Vaccines, Deaths in Afghanistan",0
Posts falsely claim China ditched Covid-19 jabs in favour of 'inhaled vaccines',0
FALSE: Pfizer/BioNTech cut EU vaccine deliveries because of side effects,0
Viral Posts Falsely Align Viruses to Election Years,0
Posts mislead on Pfizer’s new COVID-19 vaccine formula,0
"Facebook post about Italy, coronavirus and 5G is almost all false – Full Fact",0
Copypasta Falsely Claims Anesthesia May Kill Those Vaccinated Against COVID-19,0
"VERA FILES FACT CHECK: Anti-vax doctor, ex-education Usec peddle falsehoods about COVID-19 jabs",0
Instagram Post Missing Context About Israeli Study on COVID-19 Natural Immunity,0
Vaccines Are Not More Deadly Than COVID-19 in Taiwan,0
"No evidence to support these 'statistics' about effectiveness of face masks, expert says",0
Coronavirus: The celebrity cash giveaway and other stories fact-checked,0
Coronavirus Warning Viral Video Fact Check: Canadian PM’s Wife Releases Video Warning Against COVID-19? No!,0
Fact Check: Public Health Experts Do NOT Say Natural Immunity To COVID Is Stronger Than Vaccine-Based Immunity,0
This CT Scan report does not represent the lungs of a COVID-19 vaccinated person,0
The Facts on Coronavirus Testing,0
Old video recirculates online in misleading posts about Philippine economy during Covid-19 pandemic,0
Facebook posts falsely claim video shows empty casket intended for Ugandan Covid-19 victim,0
Sir Ganga Ram hospital clarified that their letterhead prescribing preventive medication for COVID-19 is ‘fake’,0
Austrian politician goofed in testing Coca-Cola sample for COVID-19,0
"No scientific evidence that neem leaves can 'cure’ COVID-19 and its symptoms, doctors say",0
Does the CDC Have a Plan to Put High-Risk Individuals in Camps?,0
Scientists warn against over-the-counter coronavirus ‘cures’,0
US government data does not show Covid-19 vaccine ‘death toll’,0
Misleading video implies Anthony Fauci doesn’t support COVID-19 testing,0
Four Pilots Didn’t Die From Vaccines | Misbar,0
Is This the NFL's New COVID-19 Helmet?,0
2013 Video Of Unclaimed Bodies At Osmania Hospital Given COVID-19 Spin | BOOM,0
FACT-CHECK: No evidence mRNA COVID-19 vaccines reduce life expectancy or cause infertility,0
"The mRNA COVID-19 vaccines have proven to be safe, effective",0
Message Claiming Coronavirus Can Last Up To 8 Hours In Air Is Misleading | BOOM,0
Fact Check: Can kalonji seeds prevent COVID-19?,0
Hecklers at Twickenham Stadium vaccine drive spout false claims – Full Fact,0
Was a Rare Malabar Civet Spotted During COVID-19 Lockdown?,0
Fact Check: Denmark IS Getting Rid Of Many Of Its COVID-19 Restrictions -- But It Has A High Vaccination Rate,0
Misleading Facebook posts claim Covid-19 vaccine increases risk of catching the novel coronavirus,0
Neta Fact-Check | No Migrants Left Gujarat During COVID Lockdown? BJP Gujarat Chief CR Paatil’s Claim is Misleading,0
Is America Really 'Rounding the Turn' on COVID-19?,0
Posts falsely claim Merriam-Webster ‘changed dictionary definition of anti-vaxxer’,0
2019 Photo From Prayagraj Shared As Kumbh 2021 Amid COVID-19 Surge,0
Professor’s vaccine ‘sterilisation’ comment used out of context to mislead,0
False Claim of Congressional Pay Raises in Stimulus Bill,0
mRNA Covid-19 vaccines do not contain cells from aborted human foetuses,0
US Presidential 2020 Debate Fact Check of Claims Made by Trump and Biden in the Final Presidential Debate,0
COVID-19: Stanford Has Not Published Any Study On Masks Being Ineffective | BOOM,0
FALSE: 99% of people recover from COVID-19 – Trump,0
Did Trump Inherit a 'Depleted' Stockpile of Ventilators From Obama?,0
Did Chuck Woolery Say His Son Tested Positive for COVID-19?,0
‘Alternative methods’ to treat COVID-19 lack clear evidence,0
"FALSE: Ginger, garlic, lime and paracetamol concoction cures coronavirus",0
Fact Check: Post claiming Gates Foundation planting microchips during COVID19 swab testing is fake - Vishvas News,0
2005 chloroquine study had nothing to do with COVID-19 and the drug wasn’t given to humans,0
Madhya Pradesh’s largest COVID-19 care centre was not built by RSS,0
This video shows patients who were evacuated from a hospital in Pakistan after a fire broke out,0
Oh Deer: Pic From Japan Peddled As Herd Spotted At Ooty-Coimbatore Road | BOOM,0
This video shows a protest in New York City in 2017,0
Fact Check: Reiner Fuellmich's 'Coronavirus Investigative Committee' Report Does NOT Reveal New Evidence For Debunked Claims,0
Can Camphora 1M Provide Prevention and Treatment for COVID-19?,0
Can You Trust Your COVID-19 App?,0
Does CDC Add Flu And Pneumonia Deaths To COVID-19 Toll? A Fact Check | BOOM,0
Back-to-school claim misuses 2017 Chinese seniors photo,0
The Nuremberg Code doesn’t apply to COVID-19 vaccinations,0
"Old, unrelated photo shared as family commits suicide in Surat due to hunger during lockdown",0
Fact Check: This decoction cannot cure COVID-19 in 24 hours; however it can help in boosting immunity - Vishvas News,0
COVID-19 vaccines offer benefits even to those previously infected,0
"Video misrepresents Biden statements, policies on guns",0
24 Lakh people reported Adverse Drug Reactions (ADR) for COV...,0
COVID case meme misleads on Australian fatality rates,0
Audio shared on Facebook Messenger spreads false information about coronavirus prevention,0
Melatonin Probably Doesn’t Cure COVID-19 | Misbar,0
Pre-pandemic photos of babies with deformed limbs do not relate to Covid-19 vaccines,0
Is This 'Barack + Hussein + Obama = COVID-19' Protest Sign Real?,0
This video actually shows a scene from a Mexican television drama,0
"No, empty hospital beds do not indicate COVID-19 is a hoax",0
Webseries Clip Viral As Cop Beaten In Temple For Enforcing Lockdown,0
Unrelated Clip Peddled As Girl Suffering From COVID-19 Vaccine Side Effects,0
Fact check: Fauci's sister didn't publish omicron book on Amazon,0
World Health Organization refutes misleading claim it increased Thailand's 'pandemic level' for COVID-19,0
Study did not show 82% of pregnancies end in miscarriage after Covid vaccination – Full Fact,0
